 ,,,,,,
,Bormuth,ARI ,Flesch-Kincaid,D-C raw value,Mean Cloze,Unfamiliar words
Overall success %,0.06,0.40,0.05,0.50,-0.06,-0.40
Ratings %,0.25,0.46,0.25,0.14,-0.25,-0.24
Number of editions,0.02,0.40,-0.04,0.60,-0.02,-0.40
Number of ratings,0.08,0.37,0.10,0.38,-0.07,-0.34
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
